path,subset,damage_type,location,lon,lat
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\87.0248_29.0269.jpg,validation_another,damage,87.0248_29.0269,87.0248,29.0269
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\91.2091_22.334.jpg,validation_another,damage,91.2091_22.334,91.2091,22.334
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\69.6902_19.4569.jpg,validation_another,damage,69.6902_19.4569,69.6902,19.4569
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\94.8915_26.7828.jpg,validation_another,damage,94.8915_26.7828,94.8915,26.7828
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\90.6143_31.4677.jpg,validation_another,damage,90.6143_31.4677,90.6143,31.4677
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.1372_18.4776.jpg,validation_another,damage,74.1372_18.4776,74.1372,18.4776
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\71.7358_27.2788.jpg,validation_another,damage,71.7358_27.2788,71.7358,27.2788
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\79.5893_19.3494.jpg,validation_another,damage,79.5893_19.3494,79.5893,19.3494
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\80.2819_13.8305.jpg,validation_another,damage,80.2819_13.8305,80.2819,13.8305
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\89.7743_29.9612.jpg,validation_another,damage,89.7743_29.9612,89.7743,29.9612
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.3731_34.4036.jpg,validation_another,damage,74.3731_34.4036,74.3731,34.4036
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\90.5947_20.9814.jpg,validation_another,damage,90.5947_20.9814,90.5947,20.9814
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.9168_27.2483.jpg,validation_another,damage,74.9168_27.2483,74.9168,27.2483
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\85.1385_8.1495.jpg,validation_another,damage,85.1385_8.1495,85.1385,8.1495
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.4671_12.6514.jpg,validation_another,damage,93.4671_12.6514,93.4671,12.6514
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\70.5231_21.0922.jpg,validation_another,notdamage,70.5231_21.0922,70.5231,21.0922
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\72.278_31.867.jpg,validation_another,notdamage,72.278_31.867,72.278,31.867
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.6664_16.1026.jpg,validation_another,notdamage,86.6664_16.1026,86.6664,16.1026
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.9334_25.4277.jpg,validation_another,notdamage,87.9334_25.4277,87.9334,25.4277
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\68.4907_32.5803.jpg,validation_another,notdamage,68.4907_32.5803,68.4907,32.5803
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\75.598_35.8287.jpg,validation_another,notdamage,75.598_35.8287,75.598,35.8287
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\76.4108_28.3759.jpg,validation_another,notdamage,76.4108_28.3759,76.4108,28.3759
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\95.9384_15.9817.jpg,validation_another,notdamage,95.9384_15.9817,95.9384,15.9817
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.9038_35.3988.jpg,validation_another,notdamage,86.9038_35.3988,86.9038,35.3988
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\68.1768_13.16.jpg,validation_another,notdamage,68.1768_13.16,68.1768,13.16
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.7002_31.1842.jpg,validation_another,notdamage,74.7002_31.1842,74.7002,31.1842
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\80.2279_15.2926.jpg,validation_another,notdamage,80.2279_15.2926,80.2279,15.2926
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\71.154_22.1328.jpg,validation_another,notdamage,71.154_22.1328,71.154,22.1328
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.2559_32.2317.jpg,validation_another,notdamage,93.2559_32.2317,93.2559,32.2317
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\80.9162_22.0709.jpg,validation_another,notdamage,80.9162_22.0709,80.9162,22.0709
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\76.2441_31.4758.jpg,validation_another,notdamage,76.2441_31.4758,76.2441,31.4758
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.4308_13.842.jpg,validation_another,notdamage,74.4308_13.842,74.4308,13.842
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\92.8743_23.3679.jpg,validation_another,notdamage,92.8743_23.3679,92.8743,23.3679
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.8051_30.7531.jpg,validation_another,notdamage,79.8051_30.7531,79.8051,30.7531
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.1353_36.1102.jpg,validation_another,notdamage,87.1353_36.1102,87.1353,36.1102
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\73.2478_16.8716.jpg,validation_another,notdamage,73.2478_16.8716,73.2478,16.8716
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\84.9546_13.999.jpg,validation_another,notdamage,84.9546_13.999,84.9546,13.999
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\95.5471_12.5935.jpg,validation_another,notdamage,95.5471_12.5935,95.5471,12.5935
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\73.3457_12.6965.jpg,validation_another,notdamage,73.3457_12.6965,73.3457,12.6965
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\77.3824_23.3365.jpg,validation_another,notdamage,77.3824_23.3365,77.3824,23.3365
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.7746_11.2621.jpg,validation_another,notdamage,89.7746_11.2621,89.7746,11.2621
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\77.3826_26.1943.jpg,validation_another,notdamage,77.3826_26.1943,77.3826,26.1943
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.4753_34.2449.jpg,validation_another,notdamage,88.4753_34.2449,88.4753,34.2449
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.938_19.0237.jpg,validation_another,notdamage,94.938_19.0237,94.938,19.0237
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.2358_23.7642.jpg,validation_another,notdamage,89.2358_23.7642,89.2358,23.7642
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.0614_33.9849.jpg,validation_another,notdamage,74.0614_33.9849,74.0614,33.9849
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.0003_25.0255.jpg,validation_another,notdamage,79.0003_25.0255,79.0003,25.0255
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\72.7953_32.8203.jpg,validation_another,notdamage,72.7953_32.8203,72.7953,32.8203
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\84.0088_29.4512.jpg,validation_another,notdamage,84.0088_29.4512,84.0088,29.4512
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\84.3342_24.9905.jpg,validation_another,notdamage,84.3342_24.9905,84.3342,24.9905
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.2432_10.9826.jpg,validation_another,notdamage,93.2432_10.9826,93.2432,10.9826
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\84.4776_9.3641.jpg,validation_another,notdamage,84.4776_9.3641,84.4776,9.3641
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.2303_15.6451.jpg,validation_another,notdamage,96.2303_15.6451,96.2303,15.6451
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\68.5194_30.9397.jpg,validation_another,notdamage,68.5194_30.9397,68.5194,30.9397
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.5532_12.0423.jpg,validation_another,notdamage,94.5532_12.0423,94.5532,12.0423
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.0944_15.6998.jpg,validation_another,notdamage,94.0944_15.6998,94.0944,15.6998
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\84.2501_28.1112.jpg,validation_another,notdamage,84.2501_28.1112,84.2501,28.1112
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.2813_34.7031.jpg,validation_another,notdamage,87.2813_34.7031,87.2813,34.7031
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\70.4764_16.5311.jpg,validation_another,notdamage,70.4764_16.5311,70.4764,16.5311
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.8199_13.7038.jpg,validation_another,notdamage,88.8199_13.7038,88.8199,13.7038
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\95.0466_19.6416.jpg,validation_another,notdamage,95.0466_19.6416,95.0466,19.6416
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.2315_28.5756.jpg,validation_another,notdamage,79.2315_28.5756,79.2315,28.5756
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.9133_20.4672.jpg,validation_another,notdamage,74.9133_20.4672,74.9133,20.4672
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.3181_18.6446.jpg,validation_another,notdamage,88.3181_18.6446,88.3181,18.6446
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\91.8368_10.773.jpg,validation_another,notdamage,91.8368_10.773,91.8368,10.773
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\91.4909_26.9484.jpg,validation_another,notdamage,91.4909_26.9484,91.4909,26.9484
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\81.72_17.0136.jpg,validation_another,notdamage,81.72_17.0136,81.72,17.0136
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.8942_25.5502.jpg,validation_another,notdamage,86.8942_25.5502,86.8942,25.5502
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.1528_28.8923.jpg,validation_another,notdamage,86.1528_28.8923,86.1528,28.8923
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\72.169_35.3355.jpg,validation_another,notdamage,72.169_35.3355,72.169,35.3355
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\73.938_35.9149.jpg,validation_another,notdamage,73.938_35.9149,73.938,35.9149
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.1863_32.0432.jpg,validation_another,notdamage,86.1863_32.0432,86.1863,32.0432
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\82.6687_35.3119.jpg,validation_another,notdamage,82.6687_35.3119,82.6687,35.3119
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.8555_32.1831.jpg,validation_another,notdamage,93.8555_32.1831,93.8555,32.1831
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.4865_22.766.jpg,validation_another,notdamage,86.4865_22.766,86.4865,22.766
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.7858_29.6312.jpg,validation_another,notdamage,74.7858_29.6312,74.7858,29.6312
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.0051_17.1393.jpg,validation_another,notdamage,87.0051_17.1393,87.0051,17.1393
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\91.3203_26.0538.jpg,validation_another,notdamage,91.3203_26.0538,91.3203,26.0538
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\69.9242_27.3184.jpg,validation_another,notdamage,69.9242_27.3184,69.9242,27.3184
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\83.4262_19.7932.jpg,validation_another,notdamage,83.4262_19.7932,83.4262,19.7932
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.0805_21.8465.jpg,validation_another,notdamage,79.0805_21.8465,79.0805,21.8465
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.74_23.763.jpg,validation_another,notdamage,96.74_23.763,96.74,23.763
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\71.4242_21.4045.jpg,validation_another,notdamage,71.4242_21.4045,71.4242,21.4045
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.2028_19.9639.jpg,validation_another,notdamage,89.2028_19.9639,89.2028,19.9639
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.9478_25.1793.jpg,validation_another,notdamage,87.9478_25.1793,87.9478,25.1793
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.6683_9.0226.jpg,validation_another,notdamage,78.6683_9.0226,78.6683,9.0226
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.9379_9.9168.jpg,validation_another,notdamage,78.9379_9.9168,78.9379,9.9168
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.2369_30.4967.jpg,validation_another,notdamage,94.2369_30.4967,94.2369,30.4967
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.3332_32.9822.jpg,validation_another,notdamage,88.3332_32.9822,88.3332,32.9822
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.5231_9.8723.jpg,validation_another,notdamage,79.5231_9.8723,79.5231,9.8723
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\95.9801_8.7896.jpg,validation_another,notdamage,95.9801_8.7896,95.9801,8.7896
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.2151_19.8038.jpg,validation_another,notdamage,93.2151_19.8038,93.2151,19.8038
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.7315_24.7691.jpg,validation_another,notdamage,78.7315_24.7691,78.7315,24.7691
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.8443_11.6843.jpg,validation_another,notdamage,79.8443_11.6843,79.8443,11.6843
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\92.9003_27.3214.jpg,validation_another,notdamage,92.9003_27.3214,92.9003,27.3214
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\80.5939_26.7935.jpg,validation_another,notdamage,80.5939_26.7935,80.5939,26.7935
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\69.3761_9.8257.jpg,validation_another,notdamage,69.3761_9.8257,69.3761,9.8257
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.5595_27.075.jpg,validation_another,notdamage,89.5595_27.075,89.5595,27.075
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\85.2563_9.7581.jpg,validation_another,notdamage,85.2563_9.7581,85.2563,9.7581
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\82.1051_31.9461.jpg,validation_another,notdamage,82.1051_31.9461,82.1051,31.9461
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\72.5101_25.3726.jpg,validation_another,notdamage,72.5101_25.3726,72.5101,25.3726
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\68.4183_21.7297.jpg,validation_another,notdamage,68.4183_21.7297,68.4183,21.7297
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.3429_14.2616.jpg,validation_another,notdamage,78.3429_14.2616,78.3429,14.2616
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.0254_9.2852.jpg,validation_another,notdamage,88.0254_9.2852,88.0254,9.2852
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\92.7762_20.4306.jpg,validation_another,notdamage,92.7762_20.4306,92.7762,20.4306
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.576_25.4164.jpg,validation_another,notdamage,79.576_25.4164,79.576,25.4164
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.4973_8.2481.jpg,validation_another,notdamage,74.4973_8.2481,74.4973,8.2481
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\95.6509_27.1091.jpg,validation_another,notdamage,95.6509_27.1091,95.6509,27.1091
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.6497_10.4443.jpg,validation_another,notdamage,78.6497_10.4443,78.6497,10.4443
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.5887_12.7796.jpg,validation_another,notdamage,93.5887_12.7796,93.5887,12.7796
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\75.7223_9.2201.jpg,validation_another,notdamage,75.7223_9.2201,75.7223,9.2201
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\79.2886_12.3663.jpg,validation_another,notdamage,79.2886_12.3663,79.2886,12.3663
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.3136_24.0782.jpg,validation_another,notdamage,78.3136_24.0782,78.3136,24.0782
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\77.7672_10.7932.jpg,validation_another,notdamage,77.7672_10.7932,77.7672,10.7932
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\71.8575_30.8783.jpg,validation_another,notdamage,71.8575_30.8783,71.8575,30.8783
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.0844_19.7279.jpg,validation_another,notdamage,87.0844_19.7279,87.0844,19.7279
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.6373_21.4268.jpg,validation_another,notdamage,96.6373_21.4268,96.6373,21.4268
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\69.4676_18.8489.jpg,validation_another,notdamage,69.4676_18.8489,69.4676,18.8489
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.6259_9.6087.jpg,validation_another,notdamage,87.6259_9.6087,87.6259,9.6087
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\87.6725_12.8697.jpg,validation_another,notdamage,87.6725_12.8697,87.6725,12.8697
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\69.849_33.5141.jpg,validation_another,notdamage,69.849_33.5141,69.849,33.5141
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.4373_25.0054.jpg,validation_another,notdamage,89.4373_25.0054,89.4373,25.0054
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.697_11.8548.jpg,validation_another,notdamage,94.697_11.8548,94.697,11.8548
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.2291_27.9472.jpg,validation_another,notdamage,93.2291_27.9472,93.2291,27.9472
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.0677_21.591.jpg,validation_another,notdamage,78.0677_21.591,78.0677,21.591
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\80.8222_30.3187.jpg,validation_another,notdamage,80.8222_30.3187,80.8222,30.3187
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\90.5343_32.6444.jpg,validation_another,notdamage,90.5343_32.6444,90.5343,32.6444
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.8725_18.6468.jpg,validation_another,notdamage,74.8725_18.6468,74.8725,18.6468
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\72.2389_22.1096.jpg,validation_another,notdamage,72.2389_22.1096,72.2389,22.1096
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\82.7421_12.3641.jpg,validation_another,notdamage,82.7421_12.3641,82.7421,12.3641
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\69.7807_28.1558.jpg,validation_another,notdamage,69.7807_28.1558,69.7807,28.1558
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\74.4767_19.085.jpg,validation_another,notdamage,74.4767_19.085,74.4767,19.085
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\73.7756_26.0192.jpg,validation_another,notdamage,73.7756_26.0192,73.7756,26.0192
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\76.2275_13.5252.jpg,validation_another,notdamage,76.2275_13.5252,76.2275,13.5252
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\89.1454_9.0496.jpg,validation_another,notdamage,89.1454_9.0496,89.1454,9.0496
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\88.13_30.4255.jpg,validation_another,notdamage,88.13_30.4255,88.13,30.4255
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\76.7321_34.1757.jpg,validation_another,notdamage,76.7321_34.1757,76.7321,34.1757
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.0329_10.6306.jpg,validation_another,notdamage,78.0329_10.6306,78.0329,10.6306
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\94.8488_10.0467.jpg,validation_another,notdamage,94.8488_10.0467,94.8488,10.0467
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\77.2841_36.809.jpg,validation_another,notdamage,77.2841_36.809,77.2841,36.809
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\81.8098_13.6286.jpg,validation_another,notdamage,81.8098_13.6286,81.8098,13.6286
